gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,No,44,Yes,Fiber optic,Month-to-month,Yes,Mailed check,61.4,2634.31,0
Male,0,Yes,No,32,Yes,Fiber optic,Month-to-month,No,Mailed check,66.41,2087.56,0
Female,0,Yes,Yes,46,Yes,Fiber optic,One year,Yes,Electronic check,69.91,3153.07,1
Male,0,No,No,20,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,64.97,1379.19,0
Male,0,Yes,No,45,Yes,Fiber optic,One year,No,Credit card,61.99,2714.45,0
Male,0,No,No,35,No,DSL,One year,Yes,Electronic check,53.33,1873.99,1
Female,0,No,No,24,Yes,DSL,Month-to-month,No,Electronic check,41.96,1028.83,0
Female,0,Yes,Yes,71,Yes,No,One year,Yes,Mailed check,18.0,1295.87,0
Male,0,No,No,5,Yes,No,Month-to-month,Yes,Bank transfer,18.0,112.26,0
Male,0,No,No,55,Yes,Fiber optic,One year,No,Electronic check,68.13,3794.47,0
Male,0,No,No,16,Yes,DSL,One year,No,Electronic check,42.07,650.82,0
Male,1,No,No,17,Yes,DSL,One year,Yes,Bank transfer,53.18,908.44,0
Female,0,No,No,12,Yes,DSL,Month-to-month,Yes,Electronic check,54.8,642.92,0
Female,0,No,No,8,Yes,No,One year,No,Bank transfer,29.6,301.93,0
Female,0,No,No,9,Yes,Fiber optic,Month-to-month,No,Bank transfer,64.71,687.38,0
Male,0,No,Yes,60,Yes,Fiber optic,Month-to-month,No,Mailed check,59.57,3514.5,0
Male,1,Yes,Yes,67,Yes,No,Month-to-month,No,Bank transfer,25.4,1600.24,0
Male,1,Yes,No,43,Yes,DSL,Month-to-month,Yes,Bank transfer,60.25,2619.21,0
Male,0,Yes,No,1,Yes,Fiber optic,One year,No,Bank transfer,77.11,130.63,0
Female,0,No,No,63,Yes,DSL,Two year,Yes,Bank transfer,52.82,3425.51,0
Male,0,Yes,No,44,Yes,DSL,Month-to-month,Yes,Mailed check,59.61,2659.73,0
Male,0,No,No,38,Yes,No,One year,No,Mailed check,38.83,1545.33,0
Female,0,Yes,No,69,Yes,No,One year,No,Mailed check,21.13,1540.97,0
Male,1,Yes,No,30,Yes,DSL,Two year,Yes,Mailed check,66.89,2079.94,0
Male,0,Yes,No,26,Yes,DSL,One year,No,Mailed check,47.92,1289.98,0
Male,0,No,No,57,Yes,Fiber optic,Month-to-month,Yes,Electronic check,78.16,4391.01,0
Male,0,No,No,38,Yes,DSL,Month-to-month,Yes,Bank transfer,55.67,2115.04,0
Male,0,No,No,52,Yes,Fiber optic,One year,No,Electronic check,54.18,2832.36,0
Male,0,No,No,51,Yes,Fiber optic,Month-to-month,No,Credit card,62.27,3170.78,0
Male,0,Yes,No,61,Yes,DSL,Two year,Yes,Bank transfer,40.23,2452.12,0
Male,0,No,No,23,Yes,DSL,Two year,Yes,Electronic check,35.74,900.38,0
Male,0,Yes,Yes,6,No,DSL,Two year,Yes,Bank transfer,57.03,304.34,0
Female,0,Yes,No,35,Yes,No,Month-to-month,Yes,Mailed check,41.55,1494.2,0
Male,0,No,No,47,Yes,Fiber optic,One year,No,Credit card,67.94,3209.0,0
Female,1,No,Yes,59,No,Fiber optic,One year,Yes,Credit card,81.83,4785.09,0
Female,0,Yes,No,20,Yes,DSL,Month-to-month,No,Credit card,61.88,1183.77,0
Male,0,No,No,54,No,Fiber optic,Month-to-month,Yes,Bank transfer,71.67,3785.11,0
Female,0,Yes,No,60,No,DSL,Month-to-month,Yes,Credit card,49.8,3012.28,1
Male,0,No,No,59,Yes,DSL,Month-to-month,Yes,Bank transfer,48.03,2830.61,0
Male,0,No,Yes,59,Yes,Fiber optic,Two year,No,Credit card,74.3,4342.41,0
Male,0,No,Yes,72,Yes,Fiber optic,Two year,No,Electronic check,77.0,5450.19,0
Male,0,No,No,48,Yes,DSL,Month-to-month,Yes,Credit card,53.69,2598.76,0
Male,1,No,No,27,Yes,DSL,Month-to-month,Yes,Bank transfer,58.42,1568.65,0
Male,0,Yes,No,32,Yes,No,Month-to-month,Yes,Electronic check,24.59,751.2,0
Female,0,No,No,54,Yes,DSL,Month-to-month,Yes,Credit card,37.26,1963.84,1
Male,0,Yes,No,18,Yes,DSL,Month-to-month,Yes,Bank transfer,57.18,1017.31,0
Female,1,Yes,Yes,44,Yes,Fiber optic,One year,No,Credit card,64.72,2871.18,0
Female,1,No,No,42,Yes,DSL,One year,Yes,Electronic check,59.96,2501.82,0
Female,0,No,Yes,48,Yes,Fiber optic,Two year,No,Bank transfer,76.05,3590.97,0
Male,0,Yes,No,31,Yes,Fiber optic,Two year,No,Bank transfer,60.88,1884.37,0
Female,0,Yes,Yes,54,No,Fiber optic,Month-to-month,Yes,Electronic check,65.14,3569.84,0
Female,0,No,No,6,Yes,Fiber optic,One year,Yes,Bank transfer,86.97,523.83,1
Female,0,Yes,No,54,No,Fiber optic,Month-to-month,No,Bank transfer,69.36,3748.86,0
Male,0,Yes,No,59,Yes,Fiber optic,Month-to-month,Yes,Electronic check,60.24,3537.88,0
Female,0,Yes,Yes,64,Yes,DSL,Month-to-month,Yes,Bank transfer,56.41,3565.76,0
Female,0,Yes,Yes,67,Yes,DSL,Month-to-month,No,Electronic check,43.82,2889.8,0
Male,0,No,No,26,Yes,Fiber optic,Month-to-month,Yes,Credit card,54.64,1337.55,1
Male,0,No,No,4,Yes,DSL,Month-to-month,No,Credit card,54.16,275.7,0
Male,0,No,Yes,48,Yes,DSL,Month-to-month,Yes,Mailed check,42.67,2071.28,0
Female,0,Yes,No,7,Yes,DSL,Two year,Yes,Mailed check,52.57,372.11,0
Male,0,No,No,21,Yes,Fiber optic,Month-to-month,Yes,Mailed check,63.5,1348.28,0
Male,0,No,No,51,Yes,DSL,Month-to-month,Yes,Electronic check,55.66,2855.64,0
Female,0,Yes,Yes,43,Yes,Fiber optic,Two year,Yes,Credit card,71.47,3036.48,0
Male,0,Yes,No,44,Yes,Fiber optic,One year,Yes,Electronic check,49.29,2152.5,0
Male,0,Yes,Yes,55,Yes,Fiber optic,Month-to-month,Yes,Mailed check,73.06,3994.59,0
Female,0,No,Yes,12,Yes,DSL,Two year,Yes,Electronic check,47.68,697.73,0
Female,0,No,No,57,Yes,Fiber optic,Month-to-month,No,Bank transfer,81.33,4686.82,0
Female,0,Yes,No,43,Yes,DSL,Month-to-month,Yes,Credit card,53.16,2294.27,0
Female,0,Yes,No,31,Yes,No,Month-to-month,Yes,Electronic check,31.05,1030.85,1
Male,0,Yes,No,34,Yes,Fiber optic,Month-to-month,Yes,Electronic check,64.32,2248.86,1
Female,0,No,Yes,37,Yes,DSL,One year,Yes,Electronic check,43.68,1547.13,0
Female,0,Yes,Yes,40,Yes,Fiber optic,Month-to-month,Yes,Electronic check,69.79,2780.46,0
Male,0,Yes,No,25,No,Fiber optic,One year,Yes,Mailed check,67.12,1677.18,0
Male,0,Yes,No,17,Yes,Fiber optic,One year,Yes,Bank transfer,80.7,1402.48,1
Male,0,No,No,13,Yes,Fiber optic,Two year,No,Mailed check,68.77,882.81,1
Male,0,Yes,Yes,25,Yes,Fiber optic,Month-to-month,No,Electronic check,60.2,1500.07,1
Male,0,No,Yes,19,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,63.38,1181.15,1
Male,0,No,Yes,38,Yes,No,Two year,No,Bank transfer,32.72,1295.81,0
Female,1,No,No,66,Yes,DSL,One year,No,Mailed check,53.66,3469.39,0
Male,0,Yes,No,8,Yes,Fiber optic,Month-to-month,No,Electronic check,68.23,524.47,1
Female,0,Yes,No,23,No,Fiber optic,Month-to-month,Yes,Bank transfer,78.48,1712.86,1
Female,0,Yes,No,4,Yes,Fiber optic,One year,Yes,Electronic check,62.68,199.24,0
Female,0,No,Yes,71,Yes,Fiber optic,One year,Yes,Credit card,52.12,3716.38,0
Female,0,No,No,51,Yes,Fiber optic,One year,Yes,Credit card,63.18,3238.99,0
Male,0,No,Yes,18,Yes,Fiber optic,Two year,No,Credit card,71.94,1279.26,0
Female,0,No,No,30,Yes,DSL,Month-to-month,Yes,Electronic check,48.0,1496.2,0
Male,0,No,No,53,Yes,DSL,Month-to-month,Yes,Electronic check,37.52,2056.26,0
Female,0,Yes,No,69,Yes,Fiber optic,One year,Yes,Credit card,78.13,5387.51,0
Male,0,No,Yes,42,Yes,DSL,Two year,Yes,Mailed check,51.31,2167.54,0
Male,0,No,No,20,Yes,DSL,Month-to-month,Yes,Mailed check,53.11,1039.57,0
Female,0,Yes,No,51,Yes,DSL,One year,Yes,Bank transfer,53.36,2752.7,0
Male,1,No,Yes,50,Yes,Fiber optic,Month-to-month,Yes,Electronic check,64.61,3170.8,0
Female,0,Yes,Yes,47,Yes,No,Month-to-month,Yes,Bank transfer,27.42,1378.53,0
Male,0,Yes,No,4,Yes,Fiber optic,Two year,Yes,Credit card,77.26,366.04,0
Male,0,Yes,Yes,51,Yes,DSL,Month-to-month,No,Bank transfer,59.12,2955.17,0
Female,0,Yes,Yes,2,Yes,Fiber optic,Month-to-month,No,Mailed check,75.77,112.09,1
Female,0,Yes,Yes,66,Yes,DSL,One year,Yes,Credit card,54.11,3592.32,0
Male,0,Yes,Yes,64,Yes,No,Month-to-month,Yes,Bank transfer,18.0,1135.09,0
Male,0,No,No,41,Yes,Fiber optic,Month-to-month,No,Electronic check,69.88,2892.31,1
Male,0,Yes,No,47,Yes,DSL,One year,No,Bank transfer,42.35,1972.48,0
Female,0,Yes,Yes,5,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.26,477.54,1
Female,0,No,No,63,Yes,DSL,One year,Yes,Electronic check,59.04,3719.94,0
Male,0,Yes,Yes,20,Yes,Fiber optic,Month-to-month,No,Bank transfer,62.4,1369.03,0
Male,0,Yes,Yes,19,Yes,DSL,Month-to-month,Yes,Electronic check,49.63,973.1,0
Male,0,Yes,Yes,51,No,No,One year,No,Electronic check,26.99,1309.02,0
Male,0,No,No,68,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,77.21,5354.6,0
Female,0,Yes,No,36,Yes,No,Two year,Yes,Electronic check,18.0,702.93,0
Female,0,No,No,37,Yes,No,Two year,No,Mailed check,18.0,685.01,0
Male,0,Yes,Yes,40,Yes,DSL,Two year,No,Electronic check,50.31,2044.73,0
Female,0,Yes,Yes,21,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,49.75,985.3,1
Male,1,No,Yes,43,Yes,No,Month-to-month,No,Credit card,31.27,1254.39,0
Male,0,No,No,70,Yes,DSL,Two year,No,Electronic check,54.74,3829.71,0
Male,0,Yes,Yes,28,Yes,DSL,Month-to-month,Yes,Bank transfer,59.89,1745.86,0
Male,0,Yes,No,56,Yes,DSL,One year,No,Electronic check,45.02,2540.91,0
Male,1,No,No,56,Yes,DSL,Two year,Yes,Electronic check,56.29,3237.7,0
Female,0,Yes,No,62,Yes,No,Month-to-month,Yes,Mailed check,30.21,1939.08,0
Female,0,Yes,No,53,Yes,Fiber optic,Month-to-month,No,Electronic check,60.59,3212.3,1
Male,1,No,Yes,67,Yes,Fiber optic,One year,Yes,Electronic check,82.32,5574.63,0
Female,0,Yes,No,52,Yes,No,One year,No,Bank transfer,27.19,1490.01,0
Female,1,No,Yes,71,Yes,DSL,Month-to-month,Yes,Bank transfer,50.16,3557.35,0
Female,0,No,No,52,Yes,Fiber optic,One year,Yes,Credit card,71.13,3688.07,0
Female,0,No,No,61,Yes,DSL,One year,Yes,Credit card,48.89,2989.31,0
Male,0,Yes,Yes,65,Yes,DSL,Month-to-month,No,Mailed check,56.24,3535.0,0
Female,0,Yes,No,71,Yes,DSL,Month-to-month,No,Electronic check,47.12,3359.54,0
Female,1,Yes,Yes,43,No,DSL,One year,Yes,Electronic check,56.82,2479.28,0
Female,0,Yes,Yes,52,Yes,Fiber optic,One year,Yes,Mailed check,65.03,3388.79,0
Male,1,No,No,70,Yes,Fiber optic,Two year,Yes,Credit card,67.5,4742.23,0
Male,0,No,No,28,No,DSL,Month-to-month,Yes,Electronic check,51.37,1436.19,0
Male,0,No,No,9,Yes,DSL,Two year,No,Electronic check,42.83,285.62,0
Male,1,No,No,64,Yes,Fiber optic,One year,No,Mailed check,81.4,5292.73,1
Male,0,No,No,46,Yes,DSL,One year,Yes,Credit card,54.74,2499.65,0
Male,1,Yes,Yes,31,Yes,Fiber optic,Month-to-month,Yes,Mailed check,68.88,2104.39,0
Female,0,Yes,Yes,52,Yes,No,Month-to-month,No,Bank transfer,26.71,1456.82,0
Male,0,Yes,No,3,Yes,Fiber optic,Month-to-month,Yes,Mailed check,63.84,240.46,0
Female,0,No,Yes,35,Yes,Fiber optic,Month-to-month,Yes,Mailed check,57.17,2014.6,0
Male,0,Yes,No,20,Yes,Fiber optic,Month-to-month,No,Mailed check,65.22,1342.87,0
Female,0,No,Yes,21,Yes,Fiber optic,Two year,Yes,Bank transfer,69.6,1403.85,0
Male,0,Yes,Yes,70,Yes,No,Month-to-month,Yes,Bank transfer,29.17,2037.86,0
Female,0,No,No,40,Yes,No,Two year,Yes,Mailed check,26.2,1112.74,0
Male,0,No,No,11,Yes,Fiber optic,Month-to-month,No,Electronic check,77.26,816.0,1
Male,1,Yes,No,27,Yes,Fiber optic,Two year,Yes,Electronic check,67.15,1763.13,0
Male,0,Yes,No,18,Yes,Fiber optic,Month-to-month,No,Electronic check,66.99,1209.75,0
Female,0,Yes,Yes,66,Yes,DSL,One year,Yes,Electronic check,63.15,4173.0,0
Male,1,Yes,No,21,Yes,Fiber optic,One year,Yes,Electronic check,59.55,1282.93,0
Female,0,Yes,Yes,26,Yes,Fiber optic,Two year,No,Bank transfer,66.38,1656.97,0
Female,0,No,No,25,Yes,Fiber optic,Month-to-month,Yes,Credit card,61.43,1408.28,0
Male,0,Yes,Yes,13,Yes,DSL,Month-to-month,Yes,Bank transfer,48.44,675.78,1
Male,0,Yes,No,57,Yes,DSL,Two year,Yes,Bank transfer,46.52,2597.49,0
Male,0,No,Yes,42,Yes,DSL,Month-to-month,No,Credit card,54.82,2271.94,0
Male,0,No,No,32,Yes,Fiber optic,One year,Yes,Credit card,72.04,2196.12,0
Male,0,Yes,No,29,No,No,Month-to-month,No,Electronic check,18.0,573.15,0
Male,0,No,No,49,Yes,No,Month-to-month,Yes,Electronic check,20.29,1011.73,0
Female,0,Yes,Yes,7,Yes,DSL,One year,Yes,Electronic check,50.0,365.51,0
Male,0,Yes,No,68,Yes,DSL,One year,Yes,Credit card,55.92,3817.73,0
Male,0,Yes,Yes,41,Yes,Fiber optic,One year,Yes,Electronic check,89.46,3564.85,1
Female,0,Yes,Yes,17,Yes,Fiber optic,Month-to-month,No,Electronic check,75.62,1236.28,0
Female,1,Yes,Yes,39,No,Fiber optic,One year,Yes,Mailed check,66.9,2586.51,0
Male,0,No,Yes,62,Yes,Fiber optic,Two year,No,Bank transfer,69.25,4256.06,0
Male,0,Yes,No,13,No,DSL,Month-to-month,Yes,Bank transfer,51.45,655.27,0
Male,0,Yes,Yes,38,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,65.84,2514.23,0
Female,0,Yes,No,44,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,73.76,3295.76,1
Female,0,Yes,No,59,Yes,DSL,One year,No,Credit card,31.83,1803.96,0
Male,0,Yes,No,41,No,No,Month-to-month,Yes,Electronic check,29.43,1206.19,0
Male,1,No,No,54,Yes,Fiber optic,One year,Yes,Credit card,71.19,3879.84,0
Male,0,No,No,56,Yes,No,Month-to-month,No,Bank transfer,24.12,1304.52,0
Female,0,No,Yes,65,Yes,Fiber optic,One year,No,Electronic check,81.73,5302.81,0
Male,0,Yes,No,27,Yes,Fiber optic,Two year,Yes,Credit card,59.91,1640.9,0
Male,0,No,Yes,51,Yes,No,Month-to-month,No,Credit card,27.18,1386.74,0
Male,0,No,Yes,18,Yes,No,Month-to-month,Yes,Credit card,31.35,598.01,1
Male,0,No,Yes,61,Yes,No,Month-to-month,Yes,Credit card,26.36,1612.69,0
Female,0,Yes,No,69,Yes,Fiber optic,Month-to-month,Yes,Mailed check,57.09,3923.62,0
Male,1,No,No,22,Yes,Fiber optic,Month-to-month,No,Electronic check,85.8,1828.96,1
Male,1,Yes,No,41,Yes,DSL,Two year,Yes,Electronic check,53.31,2198.07,0
Female,0,No,Yes,60,Yes,Fiber optic,Month-to-month,No,Credit card,65.78,3951.8,0
Female,0,Yes,No,2,Yes,No,Month-to-month,No,Credit card,22.52,0.0,0
Male,0,No,No,51,Yes,DSL,Month-to-month,Yes,Credit card,46.94,2423.04,1
Male,1,Yes,Yes,60,No,Fiber optic,Month-to-month,Yes,Credit card,65.48,3992.2,0
Female,0,No,No,63,Yes,No,Two year,No,Bank transfer,26.32,1625.16,0
Male,0,Yes,No,15,Yes,No,Month-to-month,Yes,Electronic check,20.22,266.92,0
Female,0,No,No,55,Yes,No,Month-to-month,Yes,Electronic check,30.37,1632.14,0
Female,0,Yes,Yes,57,Yes,Fiber optic,Month-to-month,Yes,Mailed check,74.14,4142.05,0
Female,0,No,No,1,Yes,Fiber optic,Two year,No,Bank transfer,83.01,183.23,0
Male,1,No,Yes,51,Yes,No,Two year,Yes,Electronic check,28.31,1421.37,0
Female,0,Yes,Yes,46,Yes,DSL,Month-to-month,Yes,Credit card,43.57,1961.3,0
Female,1,Yes,Yes,70,Yes,DSL,One year,Yes,Bank transfer,43.24,2970.46,0
Male,0,No,No,4,Yes,No,One year,Yes,Electronic check,42.55,150.8,0
Female,0,Yes,Yes,70,Yes,Fiber optic,One year,No,Credit card,75.3,5236.24,0
Female,0,Yes,No,42,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,64.46,2779.22,1
Female,0,No,Yes,20,Yes,DSL,One year,No,Bank transfer,63.55,1208.56,0
Male,0,Yes,No,28,Yes,Fiber optic,One year,No,Mailed check,80.85,2186.87,0
Male,0,Yes,Yes,56,Yes,No,Month-to-month,Yes,Mailed check,18.0,1035.59,0
Female,0,Yes,No,72,No,Fiber optic,Month-to-month,No,Electronic check,63.97,4600.48,0
Male,0,Yes,No,23,Yes,Fiber optic,Month-to-month,No,Mailed check,68.94,1574.47,0
Female,0,Yes,No,71,Yes,Fiber optic,Month-to-month,No,Bank transfer,61.44,4390.22,0
Female,0,Yes,Yes,46,Yes,No,Month-to-month,No,Credit card,24.23,1121.42,0
Female,0,Yes,No,14,Yes,No,Two year,Yes,Credit card,30.7,427.46,1
Male,1,Yes,No,44,Yes,Fiber optic,Two year,No,Electronic check,64.01,2746.16,0
Female,0,Yes,No,58,Yes,Fiber optic,Month-to-month,Yes,Credit card,72.34,4112.32,0
Male,0,Yes,Yes,4,Yes,DSL,Month-to-month,No,Electronic check,59.35,202.38,0
Female,0,Yes,No,6,Yes,Fiber optic,One year,Yes,Electronic check,73.2,384.98,1
Male,0,No,Yes,1,No,DSL,Month-to-month,Yes,Bank transfer,49.4,62.86,1
Male,0,Yes,Yes,42,Yes,Fiber optic,Month-to-month,No,Credit card,64.66,2625.78,1
Female,1,No,No,5,Yes,Fiber optic,Two year,No,Credit card,81.65,385.89,0
Female,0,No,No,68,Yes,DSL,Month-to-month,Yes,Credit card,40.58,2750.79,0
Female,0,No,No,10,Yes,DSL,Month-to-month,No,Electronic check,51.94,517.42,1
Male,0,No,No,6,Yes,DSL,One year,No,Electronic check,50.2,321.15,0
Female,0,Yes,Yes,19,Yes,DSL,One year,No,Electronic check,59.0,1104.67,0
Female,0,No,No,55,Yes,Fiber optic,Month-to-month,No,Bank transfer,65.34,3560.33,0
Female,0,Yes,No,66,Yes,DSL,One year,No,Mailed check,46.02,3099.54,0
Female,0,No,Yes,19,Yes,DSL,Two year,No,Electronic check,40.07,745.33,0
Male,0,Yes,No,38,No,No,Month-to-month,Yes,Mailed check,28.5,1153.96,1
Male,0,Yes,No,56,Yes,DSL,One year,Yes,Bank transfer,46.61,2593.9,0
Female,0,Yes,No,58,Yes,No,Month-to-month,No,Bank transfer,18.1,1048.99,0
Female,0,Yes,Yes,12,Yes,Fiber optic,Month-to-month,No,Mailed check,63.87,759.5,0
Male,0,Yes,No,61,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.3,4543.86,1
Male,0,No,No,63,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,61.18,3833.35,0
Female,0,Yes,No,53,Yes,DSL,Month-to-month,Yes,Bank transfer,41.89,2224.98,0
Female,0,No,No,38,Yes,No,Two year,No,Electronic check,32.17,1299.0,0
Male,0,Yes,No,29,No,No,Month-to-month,No,Electronic check,23.67,738.87,0
Female,0,No,No,65,Yes,DSL,Two year,Yes,Credit card,57.64,3799.39,0
Female,0,Yes,No,63,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,67.13,4162.09,1
Male,1,Yes,No,38,No,Fiber optic,Two year,Yes,Electronic check,74.99,2790.61,0
Male,0,Yes,No,54,Yes,No,Month-to-month,No,Bank transfer,26.25,1428.39,0
